booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B02733,C0323,2024-09-11,Change Management,Leadership & Management,5,57075,2024-09-28,Paid
B02734,C0323,2024-12-24,Performance Management,Leadership & Management,7,79107,2025-01-10,Paid
B02735,C0323,2025-03-17,Performance Management,Leadership & Management,6,54834,2025-03-27,Paid
B02736,C0323,2025-06-11,Data Literacy for Leaders,AI & Technology,4,31840,2025-06-12,Paid
B02737,C0324,2021-11-03,Team Building Workshop,Team Building,35,185605,2021-11-05,Paid
B02738,C0324,2021-12-07,Virtual Team Building,Team Building,25,125075,2021-12-12,Paid
B02739,C0324,2022-01-31,Office Management,Administration,23,95450,2022-01-31,Paid
B02740,C0324,2022-03-27,Team Management Essentials,Leadership & Management,15,92085,2022-04-20,Pending
B02741,C0324,2022-05-03,Risk & Compliance,Compliance & Quality,15,97980,2022-05-13,Paid
B02742,C0324,2022-06-24,Prince2 Foundation,Project Management,35,380765,2022-06-26,Paid
B02743,C0324,2022-08-13,Performance Management,Leadership & Management,21,195237,2022-09-12,Pending
B02744,C0324,2022-09-14,Service Quality Management,Customer Service,32,153728,2022-09-25,Paid
B02745,C0324,2022-10-30,Executive Leadership,Leadership & Management,35,355635,2022-10-30,Paid
B02746,C0324,2022-12-03,Team Building Workshop,Team Building,19,87951,2022-12-13,Paid
B02747,C0324,2023-01-21,Conflict Resolution,Communication Skills,18,103338,2023-02-19,Overdue
B02748,C0324,2023-03-06,Leadership Team Offsite,Team Building,24,103368,2023-03-11,Paid
B02749,C0324,2023-04-07,Performance Management,Leadership & Management,32,223328,2023-04-26,Paid
B02750,C0324,2023-05-20,Executive Assistant Excellence,Administration,33,160182,2023-06-04,Paid
B02751,C0325,2021-09-12,Risk Management,Project Management,15,188100,2021-10-06,Overdue
B02752,C0325,2021-12-26,Key Account Management,Sales & Marketing,11,58773,2022-01-07,Paid
B02753,C0325,2022-04-05,Digital Marketing,Sales & Marketing,11,66165,2022-04-18,Paid
B02754,C0325,2022-06-22,Sales Fundamentals,Sales & Marketing,10,44030,2022-07-11,Paid
B02755,C0326,2025-07-14,Compensation & Benefits,Human Resources,27,170127,2025-08-03,Paid
B02756,C0326,2025-09-05,Business Communication,Communication Skills,17,71961,2025-09-28,Overdue
B02757,C0327,2022-04-14,Executive Leadership,Leadership & Management,26,210834,2022-05-10,Pending
B02758,C0327,2022-05-30,ISO 9001 Quality Management,Compliance & Quality,33,282546,2022-06-22,Pending
B02759,C0327,2022-07-21,Data Literacy for Leaders,AI & Technology,16,158032,2022-08-05,Paid
B02760,C0327,2022-08-27,Executive Leadership,Leadership & Management,28,207116,2022-09-03,Paid
B02761,C0327,2022-10-07,Customer Service Excellence,Customer Service,34,159358,2022-10-24,Paid
B02762,C0327,2022-11-23,Sales Fundamentals,Sales & Marketing,34,186490,2022-12-18,Pending
B02763,C0327,2022-12-31,Innovation Workshop,Team Building,34,207740,2023-01-20,Paid
B02764,C0327,2023-02-28,AI for Business Leaders,AI & Technology,20,128000,2023-03-02,Paid
B02765,C0327,2023-04-11,Executive Leadership,Leadership & Management,23,144348,2023-05-10,Pending
B02766,C0327,2023-05-31,Email Writing Mastery,Communication Skills,23,135263,2023-06-16,Paid
B02767,C0327,2023-07-11,Agile & Scrum Fundamentals,Project Management,32,335488,2023-08-03,Pending
B02768,C0327,2023-08-24,HR Analytics,Human Resources,35,267820,2023-09-01,Paid
B02769,C0327,2023-10-08,Problem Solving,Personal Development,20,89100,2023-11-07,Overdue
B02770,C0327,2023-12-02,Strategic Marketing,Sales & Marketing,22,132990,2023-12-08,Paid
B02771,C0328,2021-11-09,Business Writing,Administration,27,138483,2021-11-30,Overdue
B02772,C0328,2022-01-24,Team Building Workshop,Team Building,20,104300,2022-02-11,Paid
B02773,C0328,2022-04-20,Problem Solving,Personal Development,24,95232,2022-04-29,Paid
B02774,C0328,2022-07-19,Prince2 Foundation,Project Management,15,127335,2022-08-16,Overdue
B02775,C0328,2022-09-29,Leadership Team Offsite,Team Building,19,88939,2022-10-22,Overdue
B02776,C0328,2022-12-20,Performance Appraisal,Human Resources,18,111186,2023-01-19,Overdue
B02777,C0328,2023-03-08,Performance Management,Leadership & Management,29,180757,2023-04-03,Overdue
B02778,C0328,2023-05-24,Financial Analysis,Finance & Accounting,35,288365,2023-05-29,Paid
B02779,C0328,2023-08-06,Presentation Skills,Communication Skills,26,145912,2023-08-15,Paid
B02780,C0328,2023-11-05,Team Management Essentials,Leadership & Management,20,175140,2023-11-30,Pending
B02781,C0328,2024-01-16,Team Building Workshop,Team Building,26,119158,2024-02-02,Paid
B02782,C0328,2024-03-30,Office Management,Administration,20,79940,2024-04-05,Paid
B02783,C0329,2023-12-05,Finance for Non-Finance,Finance & Accounting,9,96318,2023-12-23,Paid
B02784,C0329,2024-02-25,Internal Control Systems,Compliance & Quality,13,123071,2024-03-25,Pending
B02785,C0329,2024-05-14,Innovation Workshop,Team Building,8,55944,2024-05-17,Paid
B02786,C0329,2024-07-29,Negotiation Skills,Communication Skills,8,46216,2024-08-20,Pending
B02787,C0329,2024-10-17,Finance for Non-Finance,Finance & Accounting,10,64590,2024-10-31,Paid
B02788,C0329,2025-01-17,Emotional Intelligence,Personal Development,5,28795,2025-02-08,Overdue
B02789,C0330,2024-04-24,Performance Appraisal,Human Resources,7,47565,2024-05-20,Overdue
B02790,C0330,2024-05-19,Prompt Engineering for Professionals,AI & Technology,7,86149,2024-05-22,Paid
B02791,C0330,2024-07-09,Email Writing Mastery,Communication Skills,5,34020,2024-07-13,Paid
B02792,C0330,2024-08-11,Risk & Compliance,Compliance & Quality,3,23211,2024-08-14,Paid
B02793,C0330,2024-09-11,Advanced Excel,Administration,9,50895,2024-09-25,Paid
B02794,C0330,2024-10-11,Team Building Workshop,Team Building,3,18687,2024-10-12,Paid
B02795,C0330,2024-12-03,Time Management,Personal Development,5,19935,2024-12-21,Paid
B02796,C0330,2025-01-02,Performance Management,Leadership & Management,5,55175,2025-01-08,Paid
B02797,C0331,2024-11-29,Performance Management,Leadership & Management,25,205725,2024-12-11,Paid
B02798,C0331,2025-01-02,PMP Certification Prep,Project Management,24,246840,2025-01-29,Overdue
B02799,C0331,2025-01-30,Innovation Workshop,Team Building,10,34360,2025-02-28,Pending
B02800,C0331,2025-03-26,Performance Appraisal,Human Resources,10,79220,2025-03-26,Paid
B02801,C0331,2025-05-05,Prompt Engineering for Professionals,AI & Technology,13,102102,2025-05-29,Overdue
B02802,C0331,2025-06-28,Agile & Scrum Fundamentals,Project Management,14,176834,2025-07-17,Paid
B02803,C0331,2025-07-26,AI for Business Leaders,AI & Technology,10,72260,2025-08-17,Overdue
B02804,C0331,2025-09-14,Business Communication,Communication Skills,25,129775,2025-10-06,Overdue
B02805,C0331,2025-10-13,HR Analytics,Human Resources,19,151335,2025-11-01,Paid
B02806,C0331,2025-12-09,Agile & Scrum Fundamentals,Project Management,23,156883,2026-01-06,Pending
B02807,C0332,2022-10-14,Change Management,Leadership & Management,6,67848,2022-11-03,Paid
B02808,C0332,2023-01-15,Innovation Workshop,Team Building,14,61558,2023-01-18,Paid
B02809,C0332,2023-04-04,Generative AI Essentials,AI & Technology,9,75150,2023-04-11,Paid
B02810,C0332,2023-06-15,Email Writing Mastery,Communication Skills,13,60268,2023-06-25,Paid
B02811,C0332,2023-09-19,Strategic Leadership,Leadership & Management,14,96866,2023-10-13,Overdue
B02812,C0332,2023-11-27,Talent Acquisition,Human Resources,7,65366,2023-12-20,Pending
B02813,C0332,2024-02-05,Performance Appraisal,Human Resources,14,100730,2024-02-21,Paid
B02814,C0332,2024-04-22,Risk Management,Project Management,6,59802,2024-05-06,Paid
B02815,C0332,2024-07-18,Finance for Non-Finance,Finance & Accounting,10,78760,2024-07-31,Paid
B02816,C0333,2021-03-27,AI for Business Leaders,AI & Technology,32,267520,2021-04-26,Pending
B02817,C0333,2021-05-12,Negotiation Skills,Communication Skills,35,106680,2021-06-05,Overdue
B02818,C0333,2021-05-30,Compensation & Benefits,Human Resources,30,250710,2021-06-11,Paid
B02819,C0333,2021-07-08,Complaint Handling,Customer Service,28,75880,2021-07-24,Paid
B02820,C0333,2021-08-17,Business Writing,Administration,18,60840,2021-09-09,Pending
B02821,C0333,2021-09-30,Complaint Handling,Customer Service,15,40440,2021-10-30,Pending
B02822,C0333,2021-11-09,Executive Leadership,Leadership & Management,31,228284,2021-11-20,Paid
B02823,C0333,2021-12-05,Conflict Resolution,Communication Skills,27,137403,2021-12-07,Paid
B02824,C0333,2021-12-26,Internal Control Systems,Compliance & Quality,15,129585,2021-12-30,Paid
B02825,C0334,2023-09-26,Data Literacy for Leaders,AI & Technology,20,171240,2023-10-14,Paid
B02826,C0334,2023-11-04,PMP Certification Prep,Project Management,30,334830,2023-12-01,Overdue
B02827,C0334,2024-01-02,Complaint Handling,Customer Service,32,153344,2024-01-30,Pending
B02828,C0334,2024-02-23,Emotional Intelligence,Personal Development,21,91875,2024-03-20,Overdue
B02829,C0334,2024-03-29,Financial Analysis,Finance & Accounting,16,101280,2024-04-05,Paid
B02830,C0334,2024-04-30,Budgeting & Forecasting,Finance & Accounting,32,177888,2024-05-25,Overdue
B02831,C0334,2024-06-28,Innovation Workshop,Team Building,21,96432,2024-07-07,Paid
B02832,C0334,2024-08-01,Compensation & Benefits,Human Resources,30,243090,2024-08-22,Pending
B02833,C0334,2024-09-23,Customer Service Excellence,Customer Service,16,52592,2024-09-30,Paid
B02834,C0334,2024-10-28,Problem Solving,Personal Development,26,121914,2024-11-20,Pending
B02835,C0334,2024-12-04,Executive Leadership,Leadership & Management,18,153522,2024-12-18,Paid
B02836,C0334,2025-01-30,Business Writing,Administration,15,76245,2025-02-25,Pending
B02837,C0334,2025-03-10,Key Account Management,Sales & Marketing,26,161590,2025-03-28,Paid
B02838,C0334,2025-04-19,Advanced Excel,Administration,17,67694,2025-04-28,Paid
B02839,C0334,2025-05-19,Digital Transformation,AI & Technology,20,112680,2025-06-10,Overdue
B02840,C0334,2025-07-13,HR Analytics,Human Resources,33,261030,2025-07-18,Paid
B02841,C0334,2025-08-24,Email Writing Mastery,Communication Skills,34,184722,2025-09-11,Paid
B02842,C0334,2025-10-08,Emotional Intelligence,Personal Development,35,140490,2025-11-01,Overdue
B02843,C0335,2024-10-05,Office Management,Administration,15,68430,2024-10-07,Paid
B02844,C0335,2024-12-06,AI for Business Leaders,AI & Technology,9,69201,2024-12-23,Paid
B02845,C0335,2025-01-28,ISO 9001 Quality Management,Compliance & Quality,10,99830,2025-02-09,Paid
B02846,C0335,2025-03-25,Critical Thinking,Personal Development,14,47782,2025-03-29,Paid
B02847,C0335,2025-05-19,Business Communication,Communication Skills,14,46648,2025-05-28,Paid
B02848,C0335,2025-07-18,Strategic Leadership,Leadership & Management,13,105365,2025-08-05,Paid
B02849,C0335,2025-09-11,Emotional Intelligence,Personal Development,8,29736,2025-10-09,Pending
B02850,C0335,2025-11-09,PMP Certification Prep,Project Management,7,104118,2025-12-03,Pending
B02851,C0336,2024-02-27,Strategic Leadership,Leadership & Management,32,295744,2024-03-02,Paid
B02852,C0336,2024-04-30,Email Writing Mastery,Communication Skills,35,118440,2024-05-14,Paid
B02853,C0336,2024-06-21,Leadership Team Offsite,Team Building,28,189952,2024-07-19,Pending
B02854,C0336,2024-08-11,Problem Solving,Personal Development,29,91495,2024-09-03,Pending
B02855,C0336,2024-10-07,Budgeting & Forecasting,Finance & Accounting,32,227584,2024-10-23,Paid
B02856,C0336,2024-12-02,Time Management,Personal Development,22,81026,2024-12-23,Overdue
B02857,C0336,2025-02-09,Problem Solving,Personal Development,22,95920,2025-02-13,Paid
B02858,C0336,2025-04-19,Executive Assistant Excellence,Administration,32,97120,2025-05-15,Overdue
B02859,C0336,2025-05-29,Internal Control Systems,Compliance & Quality,15,125235,2025-06-28,Overdue
B02860,C0336,2025-07-20,Executive Assistant Excellence,Administration,18,62460,2025-08-17,Overdue
B02861,C0336,2025-09-16,Business Communication,Communication Skills,15,73290,2025-10-11,Pending
B02862,C0336,2025-11-16,Email Writing Mastery,Communication Skills,33,185823,2025-11-27,Paid
B02863,C0337,2022-06-15,Performance Management,Leadership & Management,10,86120,2022-07-03,Paid
B02864,C0337,2022-07-25,Conflict Resolution,Communication Skills,7,36162,2022-08-14,Paid
B02865,C0338,2021-07-30,Digital Marketing,Sales & Marketing,28,128548,2021-08-20,Pending
B02866,C0338,2021-11-17,Innovation Workshop,Team Building,21,130410,2021-12-03,Paid
B02867,C0338,2022-03-01,Internal Audit,Finance & Accounting,33,259710,2022-03-30,Pending
B02868,C0338,2022-06-30,HR Analytics,Human Resources,21,163905,2022-07-08,Paid
B02869,C0339,2023-04-19,Strategic Leadership,Leadership & Management,20,185620,2023-05-13,Pending
B02870,C0339,2023-06-24,Leadership Excellence Program,Leadership & Management,15,142905,2023-07-07,Paid
B02871,C0339,2023-09-09,Time Management,Personal Development,27,105408,2023-09-11,Paid
B02872,C0339,2023-12-02,Executive Leadership,Leadership & Management,18,155610,2023-12-18,Paid
B02873,C0339,2024-02-23,Talent Acquisition,Human Resources,17,91494,2024-03-15,Pending
B02874,C0339,2024-05-01,Internal Control Systems,Compliance & Quality,34,281554,2024-05-27,Pending
B02875,C0339,2024-07-26,Executive Leadership,Leadership & Management,17,145554,2024-08-11,Paid
B02876,C0339,2024-10-09,Executive Leadership,Leadership & Management,34,268362,2024-10-11,Paid
B02877,C0339,2024-12-15,Financial Analysis,Finance & Accounting,35,211190,2025-01-11,Overdue
B02878,C0339,2025-03-04,Executive Leadership,Leadership & Management,29,254881,2025-03-28,Pending
B02879,C0339,2025-05-30,Critical Thinking,Personal Development,31,100161,2025-06-26,Overdue
B02880,C0339,2025-07-29,Problem Solving,Personal Development,28,132496,2025-08-02,Paid
B02881,C0340,2024-02-03,Service Quality Management,Customer Service,24,111216,2024-02-12,Paid
B02882,C0340,2024-03-19,Email Writing Mastery,Communication Skills,15,47655,2024-04-10,Overdue
B02883,C0340,2024-05-16,Project Planning & Execution,Project Management,22,266464,2024-06-12,Overdue
B02884,C0340,2024-07-01,Executive Assistant Excellence,Administration,14,70700,2024-07-05,Paid
B02885,C0340,2024-08-16,Presentation Skills,Communication Skills,10,49080,2024-09-10,Pending
B02886,C0340,2024-09-23,Virtual Team Building,Team Building,25,148075,2024-10-13,Paid
B02887,C0340,2024-11-28,Internal Control Systems,Compliance & Quality,25,215650,2024-12-27,Pending
B02888,C0340,2025-01-20,Prince2 Foundation,Project Management,12,145860,2025-02-13,Overdue
B02889,C0341,2022-02-09,Talent Acquisition,Human Resources,21,140280,2022-02-16,Paid
B02890,C0341,2022-04-21,Performance Management,Leadership & Management,19,154603,2022-05-02,Paid
B02891,C0341,2022-06-27,Advanced Excel,Administration,20,73580,2022-07-08,Paid
B02892,C0341,2022-08-24,Email Writing Mastery,Communication Skills,18,82818,2022-09-10,Paid
B02893,C0341,2022-10-15,Performance Management,Leadership & Management,29,174667,2022-10-21,Paid
B02894,C0341,2022-12-10,Prince2 Foundation,Project Management,18,132228,2022-12-29,Paid
B02895,C0342,2025-06-13,Complaint Handling,Customer Service,5,25510,2025-07-04,Overdue
B02896,C0342,2025-07-11,Project Planning & Execution,Project Management,9,108549,2025-07-28,Paid
B02897,C0342,2025-08-12,Digital Transformation,AI & Technology,7,67060,2025-08-15,Paid
B02898,C0343,2025-07-31,Financial Analysis,Finance & Accounting,9,78003,2025-08-18,Paid
B02899,C0343,2025-08-23,Executive Leadership,Leadership & Management,7,82187,2025-09-02,Paid
B02900,C0343,2025-10-11,Executive Leadership,Leadership & Management,7,71680,2025-10-20,Paid
B02901,C0343,2025-11-22,Key Account Management,Sales & Marketing,5,44925,2025-12-18,Pending
B02902,C0344,2021-04-03,PMP Certification Prep,Project Management,19,190456,2021-04-26,Overdue
B02903,C0344,2021-05-16,Executive Assistant Excellence,Administration,31,110577,2021-06-14,Pending
B02904,C0344,2021-07-04,Change Management,Leadership & Management,15,106095,2021-07-24,Paid
B02905,C0344,2021-08-29,Performance Management,Leadership & Management,30,301530,2021-09-15,Paid
B02906,C0344,2021-10-16,Internal Control Systems,Compliance & Quality,20,133240,2021-11-05,Paid
B02907,C0344,2021-12-18,Talent Acquisition,Human Resources,23,158861,2022-01-16,Overdue
B02908,C0344,2022-02-06,Prince2 Foundation,Project Management,33,349866,2022-02-16,Paid
B02909,C0344,2022-04-15,Virtual Team Building,Team Building,30,183900,2022-05-08,Overdue
B02910,C0344,2022-05-30,Employee Relations,Human Resources,28,227248,2022-06-25,Pending
B02911,C0344,2022-07-23,Internal Control Systems,Compliance & Quality,32,244512,2022-08-20,Pending
B02912,C0344,2022-09-18,Key Account Management,Sales & Marketing,20,122840,2022-10-09,Overdue
B02913,C0344,2022-11-16,Customer Service Excellence,Customer Service,15,55920,2022-11-23,Paid
B02914,C0345,2022-05-21,Digital Marketing,Sales & Marketing,16,90416,2022-06-17,Overdue
B02915,C0345,2022-07-29,Compensation & Benefits,Human Resources,27,186381,2022-08-22,Pending
B02916,C0345,2022-09-29,ISO 9001 Quality Management,Compliance & Quality,15,127365,2022-10-23,Pending
B02917,C0345,2022-11-07,Conflict Resolution,Communication Skills,32,111168,2022-11-09,Paid
B02918,C0345,2022-12-31,Executive Assistant Excellence,Administration,20,72060,2023-01-07,Paid
B02919,C0345,2023-03-05,Critical Thinking,Personal Development,26,95966,2023-03-26,Pending
B02920,C0345,2023-05-05,Performance Management,Leadership & Management,27,229446,2023-05-05,Paid
B02921,C0345,2023-07-01,Innovation Workshop,Team Building,25,131900,2023-07-15,Paid
B02922,C0345,2023-08-26,PMP Certification Prep,Project Management,23,221237,2023-09-13,Paid
B02923,C0345,2023-10-27,Risk Management,Project Management,17,177480,2023-11-16,Paid
B02924,C0345,2023-12-25,Innovation Workshop,Team Building,20,73040,2024-01-12,Paid
B02925,C0345,2024-02-15,Project Planning & Execution,Project Management,25,268825,2024-02-27,Paid
B02926,C0345,2024-04-06,Sales Fundamentals,Sales & Marketing,34,257516,2024-04-07,Paid
B02927,C0345,2024-06-05,Data Literacy for Leaders,AI & Technology,33,305052,2024-06-29,Overdue
B02928,C0345,2024-08-12,Compensation & Benefits,Human Resources,28,203560,2024-08-31,Paid
B02929,C0345,2024-09-23,Generative AI Essentials,AI & Technology,24,263496,2024-10-10,Paid
